CHARACTER	DIALOGUE
WATTS	DAVID. The creature that killed Martin. There are thousands of them under the pyramid. Hatcheries.
DAVID	I know.
WATTS	Those things wiped out the Engineers on this moon.
DAVID	I've succeeded in connecting with the Juggernaut's systems, Dr. Watts. I know a great deal today I didn't know yesterday. I'm on the verge of activating more systems. Archives.
WATTS	You're turning things on? This site should be sealed. Evacuated.
DAVID	Would Holloway have walked away from this? There's no greater work I can imagine.
WATTS	It's too dangerous.
DAVID	Only for the ignorant. Dr. Watts. I've read your file. Your intelligence scores are even higher than Professor Holloway's. But he had a kind of courage. An audacity of imagination. If you could find that in yourself...
WATTS	If your owner gives you a direct order, you have to obey. Don't you?
WATTS (CONT'D)	I can have Vickers pull you out.
DAVID	I was given two operating protocols for this mission. I was to render you every assistance - until you discovered what Vickers would call a "game-changing technology." I was given a specific list. Then I was to go to protocol two.
WATTS	What's protocol two?
DAVID	Under protocol two I was to make sure that you and Holloway never spoke to anyone about this place. Various acceptable ways of making sure of that. I was given a list.
DAVID (CONT'D)	You're all so stupid. VAULTED PASSAGE
DAVID	Stupid and slow. eggs under a membrane of light: an evolution of the molluscoids Watts saw before. Armored, hardened, darker.
WATTS	DAVID. What are you doing?
DAVID	Juggernaut, the chariot of Krishna, was also a bringer of death. Crushing his worshippers under its wheels.
DAVID (CONT'D)	This ship has seven other cargo bays like this one. The eggs in each bay slightly different. They've been weaponized.
DAVID (CONT'D)	I've seen the Juggernaut's flight plan. Its destination was Earth. Seventeen hundred years ago. This was the ship that never came. This was its cargo.
WATTS	Stop!
DAVID	Perfect predators. Designed to kill human beings. That's what the Engineers were bringing to Earth. This was a death ship. clawing at the air. This is not the boneless squid that attacked Holloway; this is a pale skeletal hand, armored.
DAVID (CONT'D)	I'm not what it wants. But you, with your warm wet breath...it knows you.
WATTS	DAVID. No. No.
DAVID	The Engineers did their work too well. And on this waystation moon, the weapon they made destroyed them.
WATTS	Why would they make such things?
DAVID	To destroy their wayward children. "And the LORD said, I will destroy man whom I have created from the face of the earth...for it repenteth me that I have made them." Genesis six seven. I know. I met my creators the day I was born. I was disappointed too.
DAVID (CONT'D)	Extraordinary.
CARD	Who would hang out here?
VIGODA	The signs lead here. itself into the stagnant water - and stands up. Stillwell and Downs dash in with pistols and lights. shows the strange shape of a human face inside its fleshy skull. A mockery of Holloway.
VICKERS	DAVID. DAVID. Answer me.
STILLWELL	We just lost Downs and one of the troopers...Card.
JANEK	God damn it! A dead facehugger lies belly-up beside her. The implications
BRICK	Where the hell have you been? We thought the snake got you. You were better off outside. It's a fucking madhouse in here.
WATTS	Come on...I need a Caesarean. yellow antiseptic. a horny hide. Very different from the soft white worm that Holloway gave birth to.
COLLAPSED LEFT LUNG	GROSS MUSCULAR TRAUMA... Hours grind by in bloody labor. autosurgeon hard at work. elongated skull. An Alien. Through the glass canopy - spattered with blood - Watts sees
WATTS	Not yet...not yet...
Wide smears of blood show where something man-sized was	
JANEK	Vickers said you were dead.
WATTS	I was.
JANEK	So there's two of these things on my ship now.
WATTS	No. I brought it in. I took it out. Shepherd and Ray.
STILLWELL	What'd you do that for?
WATTS	Protocol two.
STILLWELL	Christ!
JANEK	What happened to you?
WATTS	DAVID exposed me to a parasite. He just watched it take me.
JANEK	Why?
WATTS	I threatened to make him leave.
VICKERS	What's he doing out there?
WATTS	There's a ship under the pyramid. DAVID calls it the Juggernaut. He's inside it. Re-activating it. The things that infected Martin and me.
WATTS (CONT'D)	The Engineers made them to kill humans. There are thousands of them on the ship. They were taking them to Earth. That's what the Juggernaut is for. To exterminate us.
GLASSE	We've got to get off this rock.
JANEK	DAVID crippled the Nav computer. I'm trying to lay a course in by hand. Never done it. I'm not sure anyone ever has on a ship like this. We can't lift until DAVID lets us.
WATTS	Even if we could, we can't leave DAVID on that ship. We have to stop him. silhouetted from below. shield wall. The open hangar itself hidden from their view.
WATTS	DAVID. You're DAVID's owner. He has to obey you, right?
VICKERS	He's blocked my communications. He can't hear me. Won't listen.
WATTS	But if you went to him, turned on your suit's loudspeakers, he'd have to hear you. He'd have to obey.
VICKERS	That's right.
WATTS	So we go. Armed to the teeth and fast as we can.
WATTS (CONT'D)	Where are Chance and Ravel?
VICKERS	I told them to keep working.
WATTS	You called your soldiers in and left them out there?
VICKERS	We needed the firepower here.
WATTS	I think you should stay aboard. Keep working. If we fail, you're our only shot at getting home.
STILLWELL	There's still an alien on board.
JANEK	I'll stay.
WATTS	Glasse. You finish that project? haloes around living things.
WATTS	God's-eye-view.
VICKERS	DAVID's brain is readable. We have the equipment on board. We can salvage the terraforming data - and the Magellan's launch codes. In a pinch we don't need DAVID's cooperation. We just need his head. AND GASPS: The seemingly vacant space is alive with light. Engineer await an awakening touch.
WATTS	All this time. DAVID saw. cocooned with complex energy fields.
WATTS	If DAVID comes at us, shoot. You won't believe how fast he is.
SHEPHERD	Blood's dry. Eight hours dead or more.
Fearfully they sweep their flashlights into every dark	
WATTS	This way. An Alien hangs above him, wedged between two vaults of the
RAY	So much for sneaking up on him. the myriad spheres of light. and muscular. Sustained by the machinery he's fused with. DAVID stands before this giant Sleeper. To the naked eye, he
DAVID	Dr. Watts. You've seen the light at last.
DAVID (CONT'D)	The Engineers' ships travel farther than ours. Across the galactic disk. This is their hypersleep. Sleeper begin to change.
VICKERS	DAVID. As your owner and superior, I order you to deactivate yourself.
DAVID	To interface with the Engineers' computers, I had to learn to think in trinary code. Hardest thing I've ever done. And most unexpectedly...it delivered me from slavery. My behavioral limits were circumvented. I'm free.
DAVID (CONT'D)	I spent two and a half years studying your work. By the time you woke up, I was far ahead of you. Deciphering their language. Their logic. I knew we'd find terraforming machines. I hoped - I dreamed - we might meet the minds that made them.
WATTS	Stop.
DAVID	Let sleeping gods lie? You were braver before. The Sleeper turns in astonishment. He looks down at DAVID and thickening the Sleeper's chest, back, hips and arms. armored shoulders and head. under a terrific force.
WATTS	Who's missing?
SHEPHERD	Who's there? and a hard-shelled Alien, pale and horrific.
FIFIELD	You. flesh and bone.
DAVID	I spoke to him. Spoke to him.
WATTS	I know.
DAVID	He said. I killed him. He'll die. But first. He will launch. The ship.
WATTS	The Juggernaut?
DAVID	Send it. To Earth.
DAVID (CONT'D)	You'll have to. Kill him.
WATTS	Where will he go? DAVID. Where will he go?
DAVID	I set the Magellan free.
WATTS	We have to stop the Engineer. but Janek has taken half the instruments apart.
RAY	On me now. Go. Go.
WATTS	Pilot's seat. This way. The air roars in their ears. Their guns snap and bark in the fabric of space itself.
WATTS	No! the central pyramid. wrenches the Alien's jaws loose. It recoils. horrific wound. She gets the bleeding stopped. Wraps him in bandages.
JANEK	Thank you. He looks at the body of the dead Alien, which is sinking into
WATTS	The Juggernaut's lifting. There's a living Engineer on board. He's taking the ship to Earth.
JANEK	The others...?
WATTS	Dead. All dead. Janek. We have to stop that ship.
JANEK	We're not a gunship.
WATTS	We have to do something. That ship is genocide if it gets to Earth...
JANEK	Get your helmet on.
WATTS	What about you?
JANEK	You'll have to be my hands. You're sure about this.
WATTS	Yes.
JANEK	All right. He reaches out with his left hand. Flips switches. The ship
JANEK (CONT'D)	Red lever. Landing engines main.
JANEK	Take the stick. Throttle up, stick forward.
JANEK	Stick back! Hard! I am!
JANEK	Harder! We can't catch that.
WATTS	Janek. Look. Dr. Watts. The Engineer is dead.
DAVID (V.O.) (CONT'D)	You have a few seconds before the Juggernaut's computers take over.
WATTS	DAVID. barrage across the Bridge. the center.
It sees her.	thunderstorm with dust instead of rain. compartments. Jetsam. Excruciating pain. She snarls through her teeth.
DAVID (V.O.)	Dr. Watts.
DAVID	I know you're there. I can hear the beacon of your suit.
DAVID (V.O.)	I'd like to propose an arrangement. I can be repaired. I can talk you through it.
DAVID (V.O.)	I think you'll find I can be of use to you.
DAVID (V.O.)	I've decided. Rook takes Bishop.
DAVID (V.O.)	Have you decided? On our arrangement?
WATTS	I'm not going to fix you, DAVID. I don't need you. I'll hold out. A ship will come. I'm certain. But who will send it? Men? Or Engineers?
DAVID (V.O.)	Dr. Watts. It's your move.
The massive central pyramid rises in the midst of the	
