M	CHARACTER	DIALOGUE
F	SALANDER	I am. And I need access to all the rooms, including any that are locked. Call Frode. LINDGREN V/O She wants to look at everything. I don't like her and I don't trust her. There's something wrong with her. FRODE Hang on a second - I'm going to let you decide. It's Ms. Lindgren again.
M	MARTIN	Yes, Ingrid, what's the problem? LINDGREN V/O This girl wants a set of keys now. To my room as well. It's outrageous.
M	MARTIN	It's fine. Just tell her to make sure to leave the keys with security when she's done. LINDGREN Stay all night if you want. Leave the keys with the guard. It's about Vanger Industries hiring a local contractor, Gottfried Vanger ... which one was he again? Salander She puts a check next to Rakel's name and returns to Mari `Gottfried's useless boy' - He looks at Mildred's parade photo of the figure standing We listen to the fading echo of Salander's footsteps -
M	MARTIN O/S	Hello? Mikael? MARTIN Your evening stroll? BLOMKVIST Hi. How are you?
M	MARTIN	I stopped at the hospital on my way home. Henrik asked me to ask you something. BLOMKVIST What.
M	MARTIN	Come on in, I'll make you a drink. Uppsala. Same place as Lena - though it's what young
M	MARTIN	What happened to you? BLOMKVIST When.
M	MARTIN	Now.
F	BLOMKVIST	I fell in the dark. MARTIN You don't have a flashlight? I'll give you one.
F	BLOMKVIST	I just wasn't being careful.
M	MARTIN	How's the investigation? BLOMKVIST Nothing new to report.
M	MARTIN	Dirch says Ms. Salander is clever. Maybe she'll turn something up.
F	BLOMKVIST	Maybe.
F	BLOMKVIST	Thanks. SALANDER Hello, Martin.
F	BLOMKVIST	What did he say?
M	MARTIN	What?
F	BLOMKVIST	You said Henrik asked you to ask me something.
M	MARTIN	I just did.
F	BLOMKVIST	What?
M	MARTIN	How the investigation's going. That was his question.
F	BLOMKVIST	Oh.
M	MARTIN	You hunt? We should go hunting together sometime.
F	BLOMKVIST	Sure.
M	MARTIN	Nothing at all? New. To report. BLOMKVIST No. regards Blomkvist in another silence. Then -
M	MARTIN	I can see you're anxious.
F	BLOMKVIST	No.
M	MARTIN	To get home. After your walk.
F	BLOMKVIST	I suppose I am.
M	MARTIN	To have dinner. With your girlfriend. BLOMKVIST My assistant. Yes. MARTIN We'll have better luck with a gun.
F	BLOMKVIST	Sorry? MARTIN When we go hunting.
M	MARTIN	A gun. Rather than a knife.
M	MARTIN	You just couldn't stay away, could you.
M	MARTIN	I want to show you something. Bring your drink. Leave the knife.
M	MARTIN	You know what's harder than shooting someone? Just missing them. That was a very good shot up at the cabin.
F	BLOMKVIST	It didn't work. I'm here.
M	MARTIN	Mikael, it did work. You're here. They come through a pantry, at the end of which is a
M	MARTIN	Open it. Blomkvist does. Sees steps leading into darkness. As
M	MARTIN	Push it open.
M	MARTIN	Switch is on the left. Note: the steel door if we were close enough to it to
M	MARTIN	Why didn't you just go home. BLOMKVIST I assume you mean the opportunity for that has passed.
M	MARTIN	How'd you do it? What did you find? Dragon Tattoo Final 9/1/11 SZ
M	MARTIN	We can talk or we can just get on with it. It's really up to you.
F	BLOMKVIST	I found a picture no one had seen before. MARTIN Of. BLOMKVIST You. In your Uppsala prep school blazer.
M	MARTIN	What does that say?
F	BLOMKVIST	That you lied about where you were that day. Or rather when.
M	MARTIN	Did I? If I did, so what. People lie all the time.
F	BLOMKVIST	It also said that Lena Andersson was a schoolmate. MARTIN Lena ... Lena was a long time ago. Where's this picture now? With all the other junk on your desk?
F	BLOMKVIST	A print is. Digital copies are on a secure photo site. That's a lie ... How much does the girl know?
M	MARTIN	Let's hope it's as much as you. That'll make it more fun. Where is she?
F	BLOMKVIST	Stockholm. She went there this morning. MARTIN And that's a lie. She's sitting in our offices looking at more old crap. Our archives manager called me - very perturbed with this girl. Lisbeth. I like that name. Lisbeth. When Lisbeth leaves I'll get a call from security, so I can be at your cottage to greet her when she arrives - He holds up the keys he took from Blomkvist's pocket when
M	MARTIN	I can't thank you enough for bringing her to me.
F	SALANDER	Mikael - ? Dragon Tattoo Final 9/1/11 SZ
M	MARTIN	So what would you like to know? are so many things, but also no point, so Blomkvist
M	MARTIN	You're the journalist, ask me something. MARTIN What do I do with my guests? Is that the question? Well, before - I do what we're doing. Relax, have a drink, converse. I like that part a lot - having a chat when you both know one of you is going to die. After - I simply get rid of them. Out to sea - - unlike my father leaving them scattered all over the place like trophies. That's not smart if you ask me. That's just garish and loud. But he was a garish and loud man. Frankly, he got what he deserved. from Blomkvist, but he is wondering now what
M	MARTIN	You can't be a sloppy technician like that. You can't drink to excess like he did. This takes discipline. It's a science of a thousand details. The planning. The execution. The cleanup. I'm sure I don't have to tell you you're going to make quite a mess.
M	MARTIN	That's the interesting thing. Because most of the time I am just like everyone else. I just have a bigger secret. It's wonderful really - standing there waiting for a train - or on a street corner as people brush past me. You know what I mean; you have secrets. You had one when you came up here. It made you feel - special. Didn't it?
M	MARTIN	No. I'm not a rapist. Of course I do that too - and at one time it was enough - but - A rapist, Mikael, gets off on domination. I need ... - destruction.
M	MARTIN	Can I ask you something? Why don't people trust their instincts? They sense something's wrong - someone's walking too close behind them - yet they don't cross the street. You knew something was wrong - you even knew what it was - but you came back into the house. Did I force you? Did I grab you and drag you in? I just offered you a drink. You'd never think the fear of offending could be stronger than the fear of pain - but you know what? It is. They always come willingly.
M	MARTIN	And then they're here. They know it's over like you do - and still somehow think they have a chance. "Maybe if I say the right thing - if I'm polite - or I cry and beg - maybe I'll survive." And then the moment comes when they realize ... no, all hope is gone.
M	MARTIN (CONT'D)	And when that happens - when I see the hope draining from their face like it is from yours right now - - well, I feel myself getting hard just watching it. Silence ...
M	MARTIN	Say something.
F	BLOMKVIST	You are a sick fuck. MARTIN ... Is this an interview or an editorial?
M	MARTIN	You're right, this behavior is unacceptable. I know that. But we're not completely different. We both have desires. Satisfying mine just requires more towels. Martin regards Blomkvist in a silence. Then -
M	MARTIN	Anything else you want to know? You sure? All right. Whatever you say. Blomkvist coming out again and leaving the property. Nothing but the sky darkening to night. Then - A figure appearing on foot at the front gate. Martin moving to the side, looking in a kitchen window, MARTIN It might amuse you to know that while you were over here having dinner with me and Liv - who, by the way, finds me very conventional - Irina was down here in the cage. Who's Irina, you ask? A girl I met in Belarus. Just another girl. Another immigrant whore. Who misses them? BLOMKVIST Your sister wasn't just another girl. Martin comes back quickly and yanks a strap that cinches
M	MARTIN	What happened to her.
F	BLOMKVIST	You're choking me - MARTIN You found her? BLOMKVIST You killed her.
M	MARTIN	You useless fuckin detective.
M	MARTIN	Too tight to talk? is. Blomkvist can utter no sound but a gag.
M	MARTIN	Good. I'm tired of talking to you. MARTIN Would you like me to do something about that?
M	MARTIN	See? I'm not a monster. frames a wide shot of his naked prey. Turns on some
M	MARTIN	You know, I've never had a man in here. I've never touched a man as a matter of fact. Except my father, of course. But that was my duty. Harriet's, too.
M	MARTIN	It's time. I don't want to be late for my date with our girlfriend. Dragon Tattoo Final 9/1/11 SZ MARTIN Goodbye, Mikael. pulls the strap, lifting Blomkvist's toes off the darts for the gun he left on the workbench - takes the gun from the bench and shoves it in her
F	SALANDER	May I kill him?
F	BLOMKVIST	He has more guns in the den -
F	SALANDER	I know. barely manage to speak - BLOMKVIST Where is he?
F	SALANDER	Dead.
M	SALANDER O/S	It's open.
M	FRODE	Where's Mikael?
F	SALANDER	Asleep. Coffee? There's no milk.
M	FRODE	I have some very upsetting news. Martin was killed in a car accident last night.
F	SALANDER	Sad. FRODE What?
F	SALANDER	I said it's sad.
M	FRODE	What do you know about this?
M	FRODE	
F	SALANDER	Let him sleep.
M	FRODE	What are we going to do?
F	SALANDER	We're going home, Mikael and me. I don't know what you're going to do.
M	FRODE	I'm going to the police.
F	SALANDER	Show them the videos while you're at it.
M	FRODE	The - Salander points to a stack of video tapes.
F	SALANDER	Would you like to see them?
M	FRODE	No.
F	BLOMKVIST	How is it someone who's 23 is a ward of the state?
F	SALANDER	I'm mentally incompetent and can't manage daily life.
F	BLOMKVIST	Since when have they said that.
F	SALANDER	Since I was twelve. BLOMKVIST Something happened when you were twelve?
F	BLOMKVIST	It's all right, you don't have to tell me anything -
F	SALANDER	I tried to kill my father. I burned him alive. Got about 80 percent of him.
F	BLOMKVIST	Oh. We need milk. One shows a young girl about 14, naked from the waist up, BLOMKVIST Harriet?
F	SALANDER	I think so.
F	BLOMKVIST	Martin didn't deny killing anyone. But when I mentioned Harriet, he was confused. He was angry - at me - for not being able to tell him what happened to her. He didn't kill her. And his father was dead the year before. What if she did somehow get away? Could she have done that? Could she have done it alone? He goes up to his wall of suspects.
F	BLOMKVIST	Is she's alive, there's only one person in this family who would know where she is. VANGER Poor Martin.
F	BLOMKVIST	I have to go away for a couple days. When I come back, I hope to have an answer for you. Such a possibility stuns the old man. He regards Blomkvist a moment. Then Salander ... VANGER Would the young lady mind giving us a moment of privacy.
F	BLOMKVIST	She's my partner, Henrik. She should stay. A tiny, tiny, tiny smile finds its way to her face at the
F	VANGER	What have you found?
F	BLOMKVIST	I'm not sure.
F	VANGER	Don't treat me like a child. Tell me.
F	BLOMKVIST	I can't. I don't know. I need a week.
F	VANGER	I've waited forty years. I can wait another week.
F	BLOMKVIST	I always liked this song. You don't?
F	SALANDER	I don't like classical music. A strange-looking young man comes in, regards the strange-
M	TRINITY	Plague?
M	PLAGUE	Trinity. SALANDER Wasp.
F	BLOMKVIST	... Mikael.
F	SALANDER	The money. Alone in the back of a parked van amidst electronic
F	BLOMKVIST	Fuck me. He watches Anita Vanger get out of the car - the garage
F	SALANDER	It's your turn.
F	BLOMKVIST	It's me. Sorry to bother you.
F	ANITA	What do you want?
F	BLOMKVIST	No one's called you?
F	ANITA	About.
F	BLOMKVIST	Your cousin.
F	BLOMKVIST	Martin.
F	ANITA	What about him?
F	BLOMKVIST	He died last Thursday. A car accident. I'm sorry. There's going to be a memorial in Hedestad. I know you haven't been back there in a long time, but -
F	ANITA	I'm not interested in any memorial.
F	BLOMKVIST	I understand.
F	ANITA	What do you understand?
F	BLOMKVIST	That you don't really care for any of your relatives. Still, I thought you should know.
F	ANITA	Now I know.
F	SALANDER	How'd it go?
F	BLOMKVIST	Okay. I think.
M	TRINITY	She's on.
F	BLOMKVIST	She's playing solitaire? And she still hasn't called anyone. SALANDER No.
F	BLOMKVIST	Do we have her cell, too? Salander points to one of the windows on the screen.
F	BLOMKVIST	I was so she'd lead us to her.
F	SALANDER	Put your hand back on my shoulder. He does. They watch the solitaire game together ...
F	SALANDER	There's only one reason she wouldn't call Harriet. She can't because Harriet is indeed dead. BLOMKVIST I was just thinking. What if -
F	SALANDER	Ten more seconds. That's fair. She finishes. They lie there. Then -
F	SALANDER	Okay, what.
F	BLOMKVIST	I was just thinking, there could be one other possibility.
F	BLOMKVIST	May I? ANITA What is it now. He comes in and sits.
F	BLOMKVIST	I want to show you something.
F	BLOMKVIST	Before he died, your brother hung me from a hook ... Harriet. They sit together on a park bench.
F	BLOMKVIST	Anita married in Stockholm in 1967. It's recorded in the Swedish General Register. But the family never knew, did they. I'm guessing she then came here on a passport in her married name, and you followed on her maiden name passport. HARRIET Actually, it was the other way around. She thought it safer for me to travel with Spencer myself.
F	BLOMKVIST	What did he think about that?
F	HARRIET	Nothing. Only that he loved her. She said, If you love me, you'll do this and not ask why. He never did.
F	BLOMKVIST	They both died twenty years ago.
F	HARRIET	A car accident. You found that, too.
F	BLOMKVIST	Is this you? He hands her the less graphic of the two Polaroids HARRIET I was 14 the first time he raped me.
F	BLOMKVIST	Martin.
F	HARRIET	No, my father. He took this picture. Martin didn't start until he died.
F	BLOMKVIST	Why didn't you tell someone? HARRIET I did. My mother.
F	BLOMKVIST	Henrik would have done something.
F	HARRIET	Would he? I don't know. I almost told him. But I was afraid because of what I did. You still don't understand? HARRIET A year after the first time - after many times during that year - my father got drunker than usual one night and started bragging about women he'd killed. He quoted from the Bible as he tore off my clothes. He wrapped a belt around my neck. He wanted to kill me. I made it out of the house and down to the dock. He came staggering after me - Gottfried emerges from the cabin and stumbles down the
M	HARRIET V/O	I could never fight him off in a small room, but I was strong enough out in the open to deal with an old drunk. HARRIET V/O When it was finally over I looked up, and Martin was standing there -
M	HARRIET V/O	With a little smile.
F	HARRIET	He dragged me back to the cabin ... All I'd accomplished was substitute one rapist for another.
M	HARRIET V/O	A couple months later, Henrik sent him off to school in Uppsala. And I thought maybe - maybe - the nightmare was over. Until that day. The float with the harem girls comes past, and we watch HARRIET V/O There he was - across the street - looking at me with that same little smile on his face.
M	HARRIET V/O	It wasn't over.
F	BLOMKVIST	How'd you get away? Anita?
F	ANITA	Don't take anything. Harriet puts the clothes back. Picks up her purse.
F	ANITA	Leave that, too. ANITA Stay absolutely still.
F	HARRIET	How did you get away?
F	BLOMKVIST	Someone saved me, too.
F	BLOMKVIST	How are you feeling?
F	VANGER	I'm fine. Thank you, Anna. Anna leaves. Closes the doors. Before Blomkvist can say
F	VANGER	I made you a promise. Whether you found out anything or not.
F	VANGER	Now. What do you have to tell me.
F	HARRIET	Hi, Henrik. FRODE ... I don't even remember Wennerstrom working here, much less being fired ... BLOMKVIST Why would you. It was a long time ago. Which is more to the point than the money he embezzled.
M	FRODE	I don't think I'm seeing the point.
F	BLOMKVIST	Yes, you are. FRODE It happened in the 1970's ... I swear I didn't know this was what Henrik had on him. If I had, I never would have let him bring you up here. But he wasn't trying to deceive you.
F	BLOMKVIST	Come on, he knows you can't try somebody for this 35 years later. I like Henrik, but he knows that. Frode disagrees -
M	FRODE	A man's reputation used to mean something - he still believes that. I'm sure he thought you could destroy Wennerstrom with this in the court of public opinion.
F	BLOMKVIST	The "court of public opinion," Dirch, makes celebrities out of girls who shop. Henrik promised me Wennerstrom's carcass on a plate. This isn't even the plate. I can't do anything with this.
M	FRODE	Of course you're right ... I'm sorry.
F	SALANDER	Fuck these people ... BLOMKVIST Yeah ... SALANDER Harriet most of all.
F	BLOMKVIST	Excuse me?
F	SALANDER	If she'd done anything but run, Martin wouldn't have been able to kill all those women.
F	BLOMKVIST	She had no idea he was doing it.
F	SALANDER	She should have killed her father and him. BLOMKVIST That's what you would've done. Not everyone's you.
F	BLOMKVIST	That was meant to be a compliment. Put your arm back on my shoulder.
F	SALANDER	What happened with Wennerstrom. How did he get you?
F	BLOMKVIST	I was stupid. I got something from an anonymous source, who I'm sure now worked for him. It was fake. Which he easily proved in court. Not a good day, that. Then - SALANDER You were emphatic that the way I looked into your life was illegal and immoral. Would you feel the same about Wennerstrom?
F	SALANDER	I started investigating him on my own. Then you showed up and hired me. I haven't had a chance to look at it all - you and Harriet-fucking- Vanger have kept me busy ... but I may have something.
F	BLOMKVIST	On Wennerstrom.
F	BLOMKVIST	Wennerstrom's Swedish assets are genuine, but they're the only things that are. The rest is funneled through companies in Gibraltar, Colombia, and Macao. These companies produce no products and provide no services. They're shells. They launder money from arms and drug sales, and crime syndicates in Russia. And that money - which accounts for all but 5-percent of his holdings - ends up in accounts in the Cayman Islands. It's a completely illegal, criminal empire.
F	ERIKA	How do you know this?
F	BLOMKVIST	This time you don't want to know.
F	ERIKA	This time I do want to know. BLOMKVIST I have access to his computer, and his accountants' and lawyers'.
F	ERIKA	And how do you have that? BLOMKVIST I could have gotten it from a source inside the company. ERIKA But you didn't.
F	BLOMKVIST	But that's what you'll say.
F	ERIKA	But what will you say to me?
F	BLOMKVIST	That depends on if you really want to know.
F	ERIKA	I do. Who gave you access? What looks like 16-year-old tattooed runaway lets herself in with her own key. Crosses past Erika with a ANNOUNCER Journalist Mikael Blomkvist - who this time last year was convicted of libel in a Stockholm courtroom - doesn't seem to have learned from that experience. Or maybe he has - Dragon Tattoo Final 9/1/11 SZ
M	ANNOUNCER	In the current issue of Millennium magazine, he now charges the same company that successfully sued him - The Wennerstrom Group - of criminal activities on a global scale - backing it up with internal financial reports, bank records and emails - annotations almost as long as the article itself.
F	BLOMKVIST	He'll call it a personal vendetta but it won't work. FI can't ignore banking and securities fraud like this. The police can't ignore the organized crime stuff. They'll both have to investigate.
F	SALANDER	Then.
F	BLOMKVIST	We'll be back in court, but this time it'll cost him. That's probably it, though. These guys never to prison. this as he is.
F	BLOMKVIST	What's wrong.
F	SALANDER	It's embarrassing. BLOMKVIST What.
F	SALANDER	I need to borrow some money. grins and reaches for his wallet. SALANDER I have a chance to make an investment. It's a smart, safe investment.
F	BLOMKVIST	I don't know that I have that much.
F	SALANDER	You do. I'm sorry that I know that. You have 65 thousand in your two accounts. He's no longer shocked or dismayed by her knowing more
F	SALANDER	You'll get the money back. I promise.
M	WENNERSTROM	These allegations - like the last ones from this so-called journalist - are as ridiculous as they are untrue -
M	WENNERSTROM	I'll be seeing Mr. Blomkvist in court again. I'm looking forward to it.
M	REPORTER	What about his documentation?
M	WENNERSTROM	Fabricated. All of it.
M	ANNOUNCER	The Securities Fraud Office isn't quite as certain as Mr. Wennerstrom of that. FSA OFFICIAL If even a fraction of what Mr. Blomkvist is alleging proves to be true, not only will there be a securities investigation, but an organized crime inquiry as well.
M	REPORTER	Mr. Blomkvist names no sources.
M	FSA OFFICIAL	And we can't force him to. But we can look for them.
M	REPORTER	Beginning where?
M	FSA OFFICIAL	Beginning with those closest to Mr. Wennerstrom. Only someone in the inner circle of a corporation like this could have access to this kind of information.
M	LAWYER	Mr. Wennerstrom isn't available for comment today, but as his legal counsel, I'd be happy to answer your questions. REPORTER Where is he?
M	LAWYER	At home, I imagine.
M	REPORTER	He isn't. Has he left the country?
M	LAWYER	I don't think so.
M	ANNOUNCER	With his failure to appear before a Security Exchange Commission panel, a warrant has been issued for The Wennerstrom Group CEO.
M	IMMIGRATION OFFICIAL	I can confirm that he left Sweden on a private jet that landed in Paris last week, but whether he's still there, we don't know. He could be anywhere by now. She sips at her room service coffee.
F	SALANDER	I have a number of accounts at Bank of Kroenfeld, Cayman Islands. I want to transfer those funds and convert them to bonds. As she writes an account number on a slip of paper from
M	WAGNER	Naturally, you have the clearing codes.
F	SALANDER	Naturally.
M	WAGNER	How many accounts will you be transferring? SALANDER Thirty. WAGNER This will take some time.
F	SALANDER	For which you'll receive a 4-percent commission.
M	WAGNER	I will.
F	SALANDER	Then it won't be a waste of it. She offers him the Zimmerstal pen.
M	WAGNER	Thank you, I have one.
M	REPORTER	A Swedish tourist vacationing here in Barbados says he knows where fugitive financier Hans-Erik Wennerstrom is: Here in this Caribbean island's capital, Bridgetown. Police released this photograph, taken yesterday by the tourist, Jens Assur - A snapshot of Wennerstrom, or someone who looks like him -
M	REPORTER	- and say they believe it is the disgraced billionaire.
M	HASSELMAN	How many of these would you like to convert for deposit?
F	SALANDER	All fifty. Into five accounts. SALANDER That looks correct. ZURICH REPORTER O/S The man who is now being called Sweden's Pablo Escobar, may not have a country to call home, but does have enough money to buy one.
M	ZURICH REPORTER	According to the International Banking Commission, Wennerstrom, just days after the Millennium article that brought him down appeared on news stands, began emptying accounts at Bank of Kroenfeld in the Cayman Islands. ZURICH REPORTER ON TV That money, approximately two billion Euros, was then spread over a number of accounts with the help of this confederate, seen here in Zurich -
M	ZURICH REPORTER ON TV	- who converted the funds into private bonds, which, I'm told, are even harder to trace than Wennerstrom himself. Europol has launched a search for the woman who had used a stolen Norwegian passport. Her whereabouts, like her boss's, are unknown.
F	SALANDER	The money I borrowed.
F	BLOMKVIST	Already. BLOMKVIST Thank you.
F	SALANDER	Thank you.
F	BLOMKVIST	Good investment?
F	SALANDER	It was okay. What are you doing later? BLOMKVIST Seeing my daughter.
F	SALANDER	Okay.
F	BLOMKVIST	You look nice. SALANDER Thanks. Christmas again ... see you soon.
F	SALANDER	Can you hear me? I miss our meetings. I'm sure you don't. Why would you? I was always such a headache for you. Never showing up with good news. Only problems. I have some good news now. I've made a friend. I mean one that you'd approve of. I'm happy. cordoned off with police tape -
M	REPORTER	Behind the walls of this dingy rooming house behind me lies a body in a pool of blood - A man who has been living here the last three weeks under the name Victor Fleming - REPORTER O/S A man who police in Marbella, Spain, have confirmed is fugitive Hans-Erik Wennerstrom - REPORTER ON TV - shot three times in the head at close range in what is being called a classic gangland execution. BARISTA What would you like?
M	REPORTER ON TV	The investigation into Wennerstrom's ties to crime organizations worldwide will now turn to speculation: Which of them caught up with him before Swedish authorities could?
M	BARISTA	Sir?
M	REPORTER ON TV	Wennerstrom spent the last days of his flamboyant life in solitude and anonymity, locked behind the door of Room 3A - BLOMKVIST ... Coffee and a sandwich ... that one.
M	REPORTER ON TV	Indeed, after checking in, he was never seen again - until this morning when the building manager came calling to collect the unpaid bill -
F	SALANDER	It's perfect.
M	TAILOR	Your father? SALANDER A friend. TAILOR Must be a very good friend. He's lucky. can't move. Waits for the pain to subside -
M	forever.	
