M	CHARACTER	DIALOGUE
M	ORTON	You can forget that. Lesson Three. The Third always stays nearby, not in some bloody palace in London. (Pause) Book a room at the Dog And Duck down the road. It's a bit rough but you'll get used to it. He grins, enjoying himself.
M	ORTON (CONT'D)	Now make yourself useful. Marilyn needs a bodyguard. Sort something out.
M	PERCEVAL	I'm sure you understand the sensitive nature of the job, Superintendant?
M	ROGER	No need for the title. I'm retired from the force. (Pause) Something about looking after a cinema actress?
M	PERCEVAL	Not just any actress. Marilyn Monroe. He gets no reaction from the stolid ex-policeman.
M	ROGER	I've never had much time for the pictures.
M	PERCEVAL	four months you never leave her side, day or night. There will be crowds.
M	ROGER	That doesn't bother me. PERCEVAL pauses awkwardly.
M	PERCEVAL	Her behaviour is reputedly a little... erratic.
M	ROGER	She drinks?
M	PERCEVAL	Amongst other things.
M	ROGER	Pills? PERCEVAL leaves a tactful pause.
M	PERCEVAL	It would be useful if you could keep us informed of her... domestic situation.
M	ROGER	You want me to spy on her? Perceval and Roger understand each other perfectly.
M	PERCEVAL	Just the odd early warning if you know she's going to be late on set. That kind of thing. Smith takes this in his stride; he seems wholly immune to
M	JACOBS	You need to speak to the Coca-Cola people, Larry. They're crazy to be involved with Marilyn. PERCEVAL and COLIN meet them coming the other way.
M	PERCEVAL	Good news. The House Committee have decided Miller isn't a communist after all.
M	JACOBS	Of course he is. All those pain in the ass New York intellectuals are reds. OLIVIER rolls his eyes behind JACOBS back. COLIN grins.
M	PERCEVAL	It means Marilyn will be flying in next week on schedule.
M	JACOBS	She'll have to be met.
M	OLIVIER	Naturally, Vivien and I will be there to greet her. But let's keep it low key, shall we?
M	JACOBS	Don't worry. I've got it all under control.
M	OLIVIER	It is a deep happiness to me to be translating Terence Rattigan's magnificent play to the screen... A voice suddenly rings out from the back of the previously
M	REPORTER	The plane's landed! As one, the entire crowd turns away from Olivier and rushes
F	VIVIEN	It seems we're not top of the bill anymore, darling.
M	REPORTER	There she is! Marilyn! The REPORTERS surge forward. COLIN follows their collective
M	REPORTER (CONT'D)	Marilyn! Over here, Marilyn!
M	REPORTER 2	Marilyn, this way..! ARTHUR JACOBS observes the chaotic scenes with obvious
M	JACOBS	Beautiful. You're looking at tomorrow's front page, boys. ROGER looks at COLIN.
M	ROGER	We have to get them to the hall. COLIN barges his way through the scrum behind ROGER and OLIVIER smiles as he addresses the crowd.
M	OLIVIER	It's my genuine pleasure to introduce a woman who needs no introduction.
M	OLIVIER (CONT'D)	A great actress on her first trip to London whom I have no doubt...
M	REPORTER	How do you like being married, Marilyn?
F	MARILYN	I like it a lot.
M	REPORTER	Is this third time lucky?
F	MARILYN	You bet it is. Arthur's the greatest man I ever met. OLIVIER smiles tolerantly, mildly put out at this. MARILYN
M	REPORTER	Marilyn, are you planning to see the sights?
F	MARILYN	I'd love to see the little fellow with the bow and arrow in Piccadilly Circus. There is a appreciative laughter from reporters.
M	REPORTER 2	Is it true you want to be a classical actor now?
F	MARILYN	I want to be the best actress I can be.
M	REPORTER 2	There's a rumour you're going to be in The Brothers Karamazov on Broadway.
F	MARILYN	I'm considering it. Which of them will you be playing? The agenda is clear - Marilyn is the dumb blonde and should
F	MARILYN	I'll be playing Grushenka.
M	REPORTER 3	Can you spell that?
F	MARILYN	Sure. Can you? There is laughter at the reporter's expense.
M	REPORTER	So would you say you're an intellectual now?
F	MARILYN	My husband is. She looks adoringly at Miller, who smiles vaguely.
M	REPORTER 2	What's your definition of an intellectual, Marilyn?
F	MARILYN	I guess you could look it up in a dictionary. This time the laughter is emphatically on MARILYN's side.
M	REPORTER	Vivien, you created the part of Elsie Marina on stage. Do you have any advice for Marilyn?
F	VIVIEN	I am sure if Miss Monroe needs any advice she'll get it from her director. I hear he's terribly good. The reporters laugh with her and OLIVIER smiles graciously.
M	OLIVIER	In The Sleeping Prince we have discovered the perfect vehicle for Miss Monroe's luminous and justly celebrated talent... He stops as a REPORTER shouts over him.
M	JACOBS	Marilyn, is it true you wear nothing in bed except Chanel No
F	MARILYN	As I'm in England let's say I sleep in nothing but Yardley's Lavender.
F	VIVIEN	Are all your press conferences like that, darling?
F	MARILYN	Well, that was quieter than some. Vivien smiles at the wry joke. ARTHUR JACOBS watches the
M	JACOBS	Okay, let's get a snap of the newlyweds. Smile, Arthur. It's not a firing squad. As the group breaks up, MILTON GREENE, handsome and dark-
M	MILTON	This is some place you found. He glances at the house. Olivier smiles generously.
M	OLIVIER	You have my new assistant Colin to thank for that. (Pause, he shepherds COLIN over) This is Milton Greene. You must be very nice to him. He owns half of Marilyn Monroe Productions.
M	MILTON	Forty nine per cent, Larry. GREENE (34) offers them a tired smile.
M	OLIVIER	Have a cigarette.
M	MILTON	I don't smoke. If he notices the "Olivier" name he doesn't show it.
M	OLIVIER	Milton - Marilyn and rehearsals. Let's talk.
M	MILTON	Sure. And the studio wants a new title. OLIVIER escorts Milton away. MILLER and MARILYN are now being photographed on their own.
M	JACOBS	The boys at the gate are getting restless.
M	MILLER	Let's give them two minutes and then we're done. ROGER waves to the POLICEMEN, who open the gates. The PRESS
F	VIVIEN	Marvellous, isn't she? I suppose you're quite smitten. COLIN looks at her shrewdly, sensing he is being tested.
M	COLIN	She's all right. A bit common. Larry fell desperately in love with her in New York. He's determined to seduce her.
M	COLIN	But she's only been married three weeks.
F	VIVIEN	Oh, Colin, I thought you were a man of the world. She gives him an arch smile and leans in intimately.
M	VIVIEN (CONT'D) (cont'd)	Of course, Larry would never leave me. (Pause) But, if anything were to happen, you would let me know, wouldn't you?
M	COLIN	I'm sure he loves you very much. There is a flash of sudden anger in her expression.
F	VIVIEN	Oh, don't be such a boy! COLIN looks shaken and she touches his hand in contrition.
M	VIVIEN (CONT'D)	At least you still adore me, don't you?
M	COLIN	Of course. Everyone does. There is a wintry bleakness in her face for a second.
F	VIVIEN	I'm 43, darling. No one will love me for much longer. Not even you. He goes to protest but she stills him with a finger to his
M	COLIN	Colin Clark. I booked a room. BARRY takes a dusty ledger from beneath the bar, spins it
M	BARRY	What brings you up this way?
M	COLIN	I'm here working on a film. The LOCALS look up from their pints, unimpressed.
M	BARRY	What film's that?
M	COLIN	It's called `The Sleeping Prince'. The darts player, ANDY, doesn't turn. His aim remains
M	ANDY	Sounds lousy.
M	BARRY	Ignore, Andy - not a film fan - are you, Andy? ANDY doesn't look away from his game.
M	ANDY	Can't be bothered. COLIN tries to impress.
M	COLIN	Marilyn Monroe's in it. I'll be working with her.
M	BARRY	Oh, will you now? The regulars grin unkindly into their pints. ANDY doesn't
M	ANDY	The Queen and Prince Philip popped in for a pint earlier. Pity, you just missed them. There are supportive snorts of derision from the LOCALS.
M	BARRY	The room's three quid a week, first week in advance. You're in number two. COLIN takes the key and his bag, just as BARRY adds, with
M	BARRY (CONT'D)	You'll be sharing with Grace Kelly. The LOCALS laugh into their beer. COLIN smiles gamely.
M	WATTIS	What a wonderful adventure, Dame Sybil.
M	SYBIL THORNDIKE	Such a lark! I long to see her. COLIN stands by the door. OLIVIER looks at his watch and
M	COLIN	Miss Monroe? The door opens sharply and a small, bohemian looking woman
M	COLIN (CONT'D)	Sir Laurence sends his compliments. He's ready for the
M	READTHROUGH	He glances beyond PAULA to where MARILYN sits by the
F	PAULA	But Marilyn is not ready. She's preparing. MARILYN glances up at COLIN in the mirror and smiles with
F	MARILYN	Excuse the horrible face. She finds her dark glasses on the dresser and puts them on.
M	OLIVIER	Marilyn, here you are, everyone is so excited to meet you... He gestures to the company.
M	OLIVIER (CONT'D)	Let us begin. Do sit down, please... SYBIL THORNDIKE looks sweetly at MARILYN from across the
M	SYBIL THORNDIKE	How lovely you are. Here, I kept a place for you. PAULA bursts forward, steering Marilyn away instead to an
F	PAULA	I have to be next to Marilyn! The startled WATTIS gets up graciously and troops all the way Don't worry, dear, we won't bite. PAULA looks at her in truculent apology.
F	PAULA	She likes me by her side.
M	SYBIL THORNDIKE	What a good idea! I wish we could all bring a friend. One does get so terribly nervous. It's just like the first day at school, isn't it?
M	OLIVIER	Welcome dear Marilyn, to our little fraternity. (Pause, looks around) We may seem a little strange and quaint to you at first, but I hope that in time you may come to find your method in our madness. Pleased with his over-contrived rhetorical flourish, he Oblivious to her reaction, he opens his script with a
M	OLIVIER (CONT'D)	So. My very noble and approv'd good masters, let us now embark on our great voyage of discovery together. (Pause) With boldness and (we pray) good fortune, may we strive to create a work of art that, led by your good graces, will be cherished as long as motion pictures may be remembered. He is momentarily close to tears. WATTIS rolls his eyes "Were you surprised to get my invitation?" MARILYN stares at him for a beat then reads haltingly.
M	MARILYN (AS ELSIE)	"I'll say I was surprised. I was so surprised I couldn't hardly think you meant me."
M	OLIVIER (AS REGENT)	"oh but of course I meant you. I had your name most carefully marked down on my programme. In matters of this kind I assure you I am most methodical. Who did you think I meant if not you?" MARILYN drops out of character with a sweet, nervous smile.
F	MARILYN	Gee, Mister Sir, I could listen to your accent all day. There are private grins amongst the actors. OLIVIER smiles
M	OLIVIER	You are amongst friends, my darling angel. Just plain Larry will suffice. (Pause) When you're ready..? Flustered, MARILYN looks at her script.
M	MARILYN (AS ELSIE)	"Well, Maisie Springfield...
M	OLIVIER (AS REGENT)	"Oh, no, no, no not Maisie Springfield, she's quite what I would call old hat... PAULA leans across, mounting a whispered running commentary
F	PAULA	Remember why you're in the embassy, Marilyn. What does the Grand Duke want from Elsie? She thought there were going to be a lot of people here and it's just her. OLIVIER waits patiently.
M	OLIVIER	It's your line, Marilyn.
F	MARILYN	Oh, let's see... "Oh, and am I what you'd call new hat?"
F	PAULA	Locate the experience, Marilyn. Look for the memory that helps you. Remember when you went to that party at Chaplin's house and you were the only guest? How did that make you feel? This time OLIVIER stares at PAULA.
M	OLIVIER	It is only a readthrough, Paula.
F	PAULA	Marilyn has to begin finding the character.
M	OLIVIER	The character is on the page.
F	PAULA	The words, maybe. Not the character. RICHARD WATTIS whispers to PAUL HARDWICK.
M	WATTIS	She's half cut! DAME SYBIL THORNDIKE frowns with regal disapproval and
M	SYBIL THORNDIKE	Aren't we going to have fun?
M	OLIVIER	We can't have two fucking directors!
M	MILTON	Marilyn wants Paula.
M	OLIVIER	Why? She's got me!
M	MILTON	Paula is costing us two and half thousand bucks a week. We might as well use her. (Pause) Listen Larry, accept Marilyn on her own terms and you'll be okay.
M	MILTON (CONT'D)	Try to change her and she'll drive you crazy. Trust me.
M	OLIVIER	Dear Christ, what have I got myself into?
M	COLIN	Come out with me tonight.
F	LUCY	I'm working.
M	COLIN	Tomorrow night, then.
F	LUCY	I'm washing my hair.
M	COLIN	Your hair's lovely. She stops to look at him, attracted but cautious.
F	LUCY	Look, I have two rules. One, never touch the talent...
M	COLIN	Everyone has a lot of rules around here.
F	LUCY	... and two, never go out with thirds.
M	COLIN	Why not?
F	LUCY	Because they're all randy little buggers who just want some fun during shooting.
M	COLIN	I'm not like that. She looks at him sceptically.
M	COLIN (CONT'D)	Really. I'm free on Saturday. Colin! COLIN ducks into a rack of clothes, making a face at Lucy.
M	SYBIL THORNDIKE	How kind of you to meet us. Dear me, you do look cold.
M	COLIN	They're ready for you in make-up Dame Sybil.
M	SYBIL THORNDIKE	How exciting! Don't you love the first day of a new production?
M	COLIN	I don't know, Dame Sybil. I've never had one before. DAME SYBIL gazes at him with wistful sadness.
M	SYBIL THORNDIKE	Oh, to be young again! She blows him a kiss and the car rolls in through the gate.
M	OLIVIER	Marilyn here yet?
M	COLIN	Not yet.
M	ORTON	What the fuck's going on? I thought you had a contact in her house.
M	COLIN	I do...
M	ORTON	Well bloody use him, then.
M	ROGER	She hasn't come down yet. Neither has Miller. They're playing trains. COLIN stares at him blankly. COLIN, ROGER and MILTON sit in silence, studiously avoiding Well? What's happening? COLIN glances upstairs as he tries to think what to say.
M	COLIN	She's... getting into character.
M	OLIVIER	She's kept Dame Sybil Thorndike waiting in full costume for two hours. It's simply not fair. The door finally opens and MARILYN emerges, with PAULA on She smiles nervously, then suddenly hesitates, feeling the She whispers something to PAULA and bolts back towards her
M	OLIVIER (CONT'D)	What's wrong?
F	PAULA	She wasn't happy with her make- up. OLIVIER loosens his collar irritably and glances at ORTON.
M	OLIVIER	Right, Mr. Orton you wanted me to check the back projection. Please join us, Mr. Cardiff. He stalks away, followed by Cardiff and Orton.
M	SYBIL THORNDIKE	Isn't she pretty though?
M	COLIN	Would you like to sit down, Dame Sybil?
M	SYBIL THORNDIKE	How kind of you, Colin. Yes, why don't we all sit down? Colin sees her chair by the camera and goes innocently to
M	TREVOR	Are you a member of NATTKE?
M	COLIN	What?
M	TREVOR	That chair is a prop. Props are NATTKE. If ACT members are going to do NATTKE jobs, I'm calling my men out. Every eye is suddenly on Colin. Taking his shock for
M	TREVOR (CONT'D)	Strike meeting! Half the crew immediately down tools. COLIN looks on in
M	SYBIL THORNDIKE	I'm sure we're all good union members here. There's no need to fall out over something so trivial.
M	TREVOR	It might be trivial to you, Dame Sybil, but it's my livelihood. He's not in the union. (Pause, to Colin) Put the chair down. COLIN stares at him, frozen.
M	TREVOR (CONT'D)	Put the chair down now! COLIN drops it as though it was on fire. It clatters to the
M	SYBIL THORNDIKE	I rather think you've made your point. Solidarity is the important thing here. When unions fall out, it's only management that benefits. TREVOR pauses, not at all sure about this, but then shrugs If I see you doing a NATTKE job again I'll close this set down quicker than you can blink. He turns to one of his men.
M	TREVOR (CONT'D)	Dave, Dame Sybil needs a chair.
M	SYBIL THORNDIKE	I was on the picket lines in 1926, you know. Now that was a strike. We were all Bolsheviks then! She smiles nostalgically as ORTON appears to hustle COLIN
M	ORTON	Didn't they teach you anything at Eton? Now fuck off and see if you can get me a bacon sandwich without starting World War III.
M	DENYS	Camera running.
M	ORTON	Very quiet, everyone...
M	DENYS	Speed. The CLAPPER LOADER clicks the clapperboard.
M	CLAPPERBOY	Twenty two, take one.
M	ORTON	Action! "Now, before you meet my mother- in-law I must warn you she is a little vague and can be very deaf... on occasions." SYBIL THORNDIKE sweeps through the door right on cue, with
M	SYBIL THORNDIKE (AS QUEEN DOWAGER)	"My dear, such boredom! The decorations hideous, and the music... catastrophe! Our friend, the ex-King of Moravia drove me home. He is now called the Duke of Strelitz, he cannot of course go to the Abbey tomorrow, but he is most anxious you should invite him to the room you have taken in the Ritz for Nicky. Maud?
M	ROSAMUND GREENWOOD (AS MAUD)	"Yes, Ma'am..."
M	SYBIL THORNDIKE (AS QUEEN DOWAGER)	"Oh there you are my dear, I did not see you, give me a glass of that champagne I see over there. Olga Bosnia..."
M	OLIVIER (AS REGENT)	"Might I present Miss Elsie Marina?"
M	SYBIL THORNDIKE (AS QUEEN DOWAGER)	"Oh yes, my dear, of course I remember you well." They all look at MARILYN... and nothing happens.
F	MARILYN	Gee. I forgot my line. I'm sorry.
M	OLIVIER	Cut. SYBIL THORNDIKE smiles cheerfully.
M	SYBIL THORNDIKE	It's so easily done, isn't it? I'm sure I went wrong somewhere there too. Shall we have another go, Larry?
M	SYBIL THORNDIKE (AS QUEEN DOWAGER)	"Oh yes, my dear, of course I remember you well." "Oh, I'm quite sure you don't, your royal..., oh, I mean, your, uh, Imperial... your uh... serene majesty." It is not clear whether Marilyn's hesitance is acted or not "What does she say?"
M	OLIVIER (AS REGENT)	"She says she is deeply flattered and compliments you on your wonderful memory." MARILYN jumps in, shouting her line over the top of him.
M	MARILYN (AS ELSIE)	"I'm in The Coconut Girl at The Avenue." There is a pause. SYBIL THORNDIKE hesitates.
M	SYBIL THORNDIKE	Didn't I have a line somewhere there, dear?
M	OLIVIER	Cut.
M	ORTON	Action!
M	SYBIL THORNDIKE (AS QUEEN DOWAGER)	"Thank you, my dear. (Pause) Sweetly pretty. She should use more mascara. When one is young one should use a lot of mascara, and when one is old one should use much more. What do you do, my dear?"
M	MARILYN (AS ELSIE)	"I'm in The Coconut Girl at The Avenue". "Dear?"
M	OLIVIER (AS REGENT)	"She says she is an actress." MARILYN looks at him, hesitant but just about in character.
M	OLIVIER (CONT'D)	Cut it there.
M	ORTON	Check the gate.
M	FOCUS PULLER	Gate's good.
M	OLIVIER	Print. There is a near-audible sigh of relief around the set.
M	SYBIL THORNDIKE	That was perfect, Marilyn. You're Elsie to the life! MARILYN smiles awkwardly, not really believing her but Perhaps we could practise our lines together later? You'd be doing me such a kindness. At my great age it's just so hard to make them stick! Why don't you come for tea tomorrow? In fact Sybil is word perfect every time, and everyone
F	MARILYN	Can I?
M	OLIVIER	She's impossible. I should have cast Vivien.
M	COLIN	If anyone can make her great, it's you. You're a genius.
M	OLIVIER	Oh, yes. The world's greatest living actor, so they say. OLIVIER looks at him, wanting to be reassured. He fumbles Let's hope I'm as brilliant as you think I am. (Pause) Now be a good boy and keep an eye on her.
F	MARILYN	I just can't figure this movie out.
F	PAULA	You were wonderful. You are the most gifted actress I have ever known. You were superb, Marilyn. You were divine.
F	MARILYN	He was angry with me, I could tell.
F	PAULA	You were great. You are a great, great actress. All my life I have prayed for a great actress I could help and guide. She stops abruptly and gets down on her knees in the
M	PAULA (CONT'D)	Like this. I prayed to God on my knees. And he has given me you. You are that great actress, Marilyn.
